,year,oid,is_buffer,treatment_type,project_type,area,mean_esi_pre,mean_esi_post,mean_et_pre,mean_et_post,mean_wue_pre,mean_wue_post,mean_lst_eco_pre,mean_lst_eco_post,mean_lst_modis_pre,mean_lst_modis_post,total_pixels_modis,non-fire_pre,non-fire_post,fire_low_pre,fire_low_post,fire_nominal_pre,fire_nominal_post,fire_high_pre,fire_high_post,total_days_modis_pre,total_days_modis_post
1585,2021,6803,Treatment,Physical,Thinning,32181.91527179702,0.4809265,0.5814805,126.3158722,309.5610534,1.4035503,1.4534645,,,,,3,60.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1586,2021,6803,Buffer,Physical,Thinning,32181.91527179702,118.7088763,138.079114,118.5715176,232.9020702,1.3526366,1.3664428,,,,,6,120.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1587,2021,6809,Treatment,Physical,Thinning,800327.3914386024,0.4711665,0.6085615,116.20917,157.1240285,1.6475743,1.5113897,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1588,2021,6809,Buffer,Physical,Thinning,800327.3914386024,132.8228918,136.3619982,115.2665177,176.1968208,1.6252064,1.3535256,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1589,2021,6818,Treatment,Other,Chemical,106516.3870465929,0.4701546,0.6259447,133.3518926,188.0734856,1.2009041,0.8722844,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1590,2021,6818,Buffer,Other,Chemical,106516.3870465929,148.3854517,181.3198578,129.8765972,222.968356,1.2207819,0.8298332,,,,,8,160.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1591,2016,6825,Treatment,Physical,Hand Pile,221697.98296150196,,,,,,,,,,,4,80.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1592,2016,6825,Buffer,Physical,Hand Pile,221697.98296150196,,,,,,,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1593,2022,6830,Treatment,Physical,Thinning,54557.65774116983,143.4449642,95.0947154,106.6925471,197.3481865,0.5965965,0.3613278,,,,,4,80.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0
1594,2022,6830,Buffer,Physical,Thinning,54557.65774116983,144.118671,95.7728769,109.6046436,198.6018193,0.5950552,0.3648256,,,,,9,180.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0
1595,2014,6837,Treatment,Fire,Broadcast Burn,63466.90212315948,,,,,,,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1596,2014,6837,Buffer,Fire,Broadcast Burn,63466.90212315948,,,,,,,,,,,6,120.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1597,2015,6841,Treatment,Physical,Biomass Removal,521.9187695506891,,,,,,,,,,,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1598,2015,6841,Buffer,Physical,Biomass Removal,521.9187695506891,,,,,,,,,,,5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1599,2017,6854,Treatment,Physical,Thinning,521.9187695506891,,,,,,,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1600,2017,6854,Buffer,Physical,Thinning,521.9187695506891,,,,,,,,,,,7,140.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1601,2014,6860,Treatment,Physical,Biomass Removal,103730.0395268353,,,,,,,,,,,4,80.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1602,2014,6860,Buffer,Physical,Biomass Removal,103730.0395268353,,,,,,,,,,,10,200.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1603,2019,6871,Treatment,Physical,Biomass Removal,103730.0582080534,0.3663322,0.4446405,112.0934105,238.3202292,0.55334,0.5986509,,,,,3,60.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1604,2019,6871,Buffer,Physical,Biomass Removal,103730.0582080534,0.3657413,0.4614537,108.6751862,109.2828077,0.6496843,1.6654689,,,,,7,140.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1605,2020,6884,Treatment,Physical,Mowing,209568.77460747227,0.4491938,0.4454402,169.0017667,111.0535738,0.7749096,1.304824,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1606,2020,6884,Buffer,Physical,Mowing,209568.77460747227,0.4457872,0.4731872,167.2423064,118.3975551,0.7218303,1.1939621,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1607,2021,6889,Treatment,Fire,Broadcast Burn,974439.0218882756,0.4639217,0.6109927,135.3794192,207.6157643,1.2045616,0.8441232,,,,,4,80.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1608,2021,6889,Buffer,Fire,Broadcast Burn,974439.0218882756,147.2237344,179.5431844,129.3911717,216.8394303,1.21014,0.8635288,,,,,8,160.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1609,2015,6897,Treatment,Physical,Lop and Scatter,324212.67478830693,,,,,,,,,,,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1610,2015,6897,Buffer,Physical,Lop and Scatter,324212.67478830693,,,,,,,,,,,7,140.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1611,2018,6901,Treatment,Fire,Machine Pile Burn,1284061.99539548,,0.7991815,,238.2324677,,0.6897848,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1612,2018,6901,Buffer,Fire,Machine Pile Burn,1284061.99539548,,0.7322791,,279.1961772,,0.5024761,,,,,6,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1613,2021,6906,Treatment,Physical,Thinning,51481.81579004743,0.472779,0.6462054,140.336589,191.6975327,1.3362582,0.9486538,,,,,4,80.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1614,2021,6906,Buffer,Physical,Thinning,51481.81579004743,148.4830883,189.7433128,128.2596117,215.3399502,1.3085567,0.9138367,,,,,6,120.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1615,2020,6909,Treatment,Other,Chemical,1694597.7241645472,0.5027327,0.5027327,129.8652896,129.8652896,1.2550311,1.2550311,,,,,1,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0
1616,2020,6909,Buffer,Other,Chemical,1694597.7241645472,0.4594921,0.5199981,166.9606363,134.5459045,0.9599229,1.1834779,,,,,7,140.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1617,2021,6911,Treatment,Other,Chemical,17671694.269581083,0.3445897,0.5495987,92.7490815,161.0886598,0.9324653,0.7636247,,,,,9,180.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1618,2021,6911,Buffer,Other,Chemical,17671694.269581083,126.9871466,109.4819007,102.7063851,131.8813964,1.0056725,0.7773174,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1621,2014,6959,Treatment,Physical,Hand Pile,20716.14741324718,,,,,,,,,,,6,120.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1622,2014,6959,Buffer,Physical,Hand Pile,20716.14741324718,,,,,,,,,,,14,280.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1623,2019,6970,Treatment,Other,Chemical,774649.5514831146,0.3586569,0.4345099,105.7503357,104.5609428,0.6555992,1.7015532,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1624,2019,6970,Buffer,Other,Chemical,774649.5514831146,0.4239584,0.578998,261.1903248,236.2268125,0.8609232,0.8960493,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1625,2019,6972,Treatment,Other,Chemical,374175.7414426964,0.408932,0.5485966,276.3526192,237.7393163,0.9234568,0.9701888,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1626,2019,6972,Buffer,Other,Chemical,374175.7414426964,0.4281378,0.5894943,259.263216,238.6494687,1.0218101,0.952333,,,,,7,140.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1627,2019,6980,Treatment,Physical,Thinning,34087.05050401514,0.4292959,0.6109782,262.9207179,264.5472339,1.0608152,0.9427218,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1628,2019,6980,Buffer,Physical,Thinning,34087.05050401514,0.4221839,0.5732397,259.570755,234.6993716,0.8276357,0.8760021,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1629,2019,6981,Treatment,Physical,Thinning,20040.886240730106,0.4103427,0.5460496,276.6031174,236.8077462,0.8725641,0.9337828,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1630,2019,6981,Buffer,Physical,Thinning,20040.886240730106,0.4197689,0.5370729,248.3516706,234.0739965,0.6888911,0.7852102,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1631,2017,6983,Treatment,Physical,Mastication,299108.19875172625,,,,,,,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1632,2017,6983,Buffer,Physical,Mastication,299108.19875172625,,,,,,,,,,,9,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
1633,2019,6991,Treatment,Other,Chemical,1987.2479145492007,0.4190538,0.5449261,249.4773986,237.1851352,0.6743413,0.7301246,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1634,2019,6991,Buffer,Other,Chemical,1987.2479145492007,0.4220837,0.5728811,260.192976,234.7544788,0.8271821,0.8754449,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1635,2019,6992,Treatment,Other,Chemical,774649.5514831146,0.4111362,0.548246,278.068882,237.7142381,0.853588,0.9245565,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1636,2019,6992,Buffer,Other,Chemical,774649.5514831146,0.4215642,0.5671747,255.134613,232.2338037,0.7969667,0.8490658,,,,,4,80.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1637,2016,7007,Treatment,Physical,Lop and Scatter,394926.1036726805,,,,,,,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1638,2016,7007,Buffer,Physical,Lop and Scatter,394926.1036726805,,,,,,,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1639,2016,7012,Treatment,Physical,Mastication,1437929.3925330003,,,,,,,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1640,2016,7012,Buffer,Physical,Mastication,1437929.3925330003,,,,,,,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1641,2019,7021,Treatment,Physical,Mastication,1987.2479145492007,0.4061403,0.564302,256.6172127,242.6630669,0.7948369,0.8221231,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1642,2019,7021,Buffer,Physical,Mastication,1987.2479145492007,0.4186937,0.5402824,251.0534846,235.0707458,0.6696863,0.7607809,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1643,2019,7025,Treatment,Physical,Mastication,221703.13473509744,0.4187516,0.5525197,250.4378205,238.9862289,0.6099538,0.6870491,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1644,2019,7025,Buffer,Physical,Mastication,221703.13473509744,0.4182769,0.542538,251.9787388,235.7609866,0.6728738,0.7605715,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1645,2015,7043,Treatment,Other,Chemical,32713.73931789281,,,,,,,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1646,2015,7043,Buffer,Other,Chemical,32713.73931789281,,,,,,,,,,,5,100.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1647,2015,7046,Treatment,Other,Chemical,1570653.5395636354,,,,,,,,,,,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1648,2015,7046,Buffer,Other,Chemical,1570653.5395636354,,,,,,,,,,,6,120.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1649,2014,7056,Treatment,Other,Chemical,479157.89502751565,,,,,,,,,,,4,80.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1650,2014,7056,Buffer,Other,Chemical,479157.89502751565,,,,,,,,,,,10,200.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1651,2014,7068,Treatment,Physical,Thinning,12843.276692765012,,,,,,,,,,,3,60.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1652,2014,7068,Buffer,Physical,Thinning,12843.276692765012,,,,,,,,,,,8,160.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1653,2016,7074,Treatment,Physical,Thinning,20698.102639167428,,,,,,,,,,,4,80.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1654,2016,7074,Buffer,Physical,Thinning,20698.102639167428,,,,,,,,,,,7,140.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1655,2016,7083,Treatment,Physical,Mastication,21232.029675461446,,,,,,,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1656,2016,7083,Buffer,Physical,Mastication,21232.029675461446,,,,,,,,,,,7,140.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1657,2015,7084,Treatment,Physical,Mastication,469216.29974850186,,,,,,,,,,,4,80.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1658,2015,7084,Buffer,Physical,Mastication,469216.29974850186,,,,,,,,,,,5,100.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1659,2015,7086,Treatment,Physical,Mastication,155238.09632017516,,,,,,,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1660,2015,7086,Buffer,Physical,Mastication,155238.09632017516,,,,,,,,,,,7,140.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1661,2015,7088,Treatment,Physical,Mastication,77264.78169707053,,,,,,,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1662,2015,7088,Buffer,Physical,Mastication,77264.78169707053,,,,,,,,,,,7,140.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1663,2015,7092,Treatment,Other,Chemical,371202.3626251911,,,,,,,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1664,2015,7092,Buffer,Other,Chemical,371202.3626251911,,,,,,,,,,,4,80.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1665,2015,7096,Treatment,Other,Chemical,17933.094096622408,,,,,,,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1666,2015,7096,Buffer,Other,Chemical,17933.094096622408,,,,,,,,,,,6,120.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1667,2015,7098,Treatment,Other,Chemical,672.5435005198495,,,,,,,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1668,2015,7098,Buffer,Other,Chemical,672.5435005198495,,,,,,,,,,,7,140.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1669,2015,7115,Treatment,Other,Chemical,27469.67551685361,,,,,,,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1670,2015,7115,Buffer,Other,Chemical,27469.67551685361,,,,,,,,,,,7,140.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1671,2015,7118,Treatment,Physical,Thinning,80571.87367027965,,,,,,,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1672,2015,7118,Buffer,Physical,Thinning,80571.87367027965,,,,,,,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1674,2015,7127,Treatment,Physical,Lop and Scatter,99621.65556754069,,,,,,,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1675,2015,7127,Buffer,Physical,Lop and Scatter,99621.65556754069,,,,,,,,,,,6,120.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1676,2016,7143,Treatment,Other,Chemical,4846.898075085419,,,,,,,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1677,2016,7143,Buffer,Other,Chemical,4846.898075085419,,,,,,,,,,,0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1678,2016,7157,Treatment,Other,Chemical,0.156178200098559,,,,,,,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1679,2016,7157,Buffer,Other,Chemical,0.156178200098559,,,,,,,,,,,0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1680,2016,7162,Treatment,Other,Chemical,90490.86747798548,,,,,,,,,,,0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1681,2016,7162,Buffer,Other,Chemical,90490.86747798548,,,,,,,,,,,0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1682,2016,7164,Treatment,Other,Chemical,836134.6018955457,,,,,,,,,,,0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1683,2016,7164,Buffer,Other,Chemical,836134.6018955457,,,,,,,,,,,0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1684,2016,7170,Treatment,Physical,Mowing,2329.083807134405,,,,,,,,,,,0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1685,2016,7170,Buffer,Physical,Mowing,2329.083807134405,,,,,,,,,,,0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1686,2019,7189,Treatment,Other,Chemical,33223.49282325295,0.4189858,0.5581511,252.6166026,239.9055471,0.609977,0.6799208,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1687,2019,7189,Buffer,Other,Chemical,33223.49282325295,0.4173861,0.5481946,252.9335874,237.4825878,0.6759489,0.7527327,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1688,2019,7192,Treatment,Physical,Chipping,304068.21785793453,0.5333258,0.5333258,233.020201,233.020201,0.7323567,0.7323567,,,,,1,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0
1689,2019,7192,Buffer,Physical,Chipping,304068.21785793453,0.4218145,0.5577184,253.1933931,229.4418361,0.7528025,0.83099,,,,,4,80.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1690,2017,7195,Treatment,Physical,Thinning,128974.04174346603,,,,,,,,,,,3,60.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1691,2017,7195,Buffer,Physical,Thinning,128974.04174346603,,,,,,,,,,,9,180.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1692,2017,7208,Treatment,Other,Chemical,371202.3626251911,,,,,,,,,,,3,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
1693,2017,7208,Buffer,Other,Chemical,371202.3626251911,,,,,,,,,,,12,240.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1694,2017,7219,Treatment,Physical,Hand Pile,104852.8460979981,,,,,,,,,,,3,60.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1695,2017,7219,Buffer,Physical,Hand Pile,104852.8460979981,,,,,,,,,,,7,140.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1696,2015,7221,Treatment,Physical,Thinning,9379.801429578592,,,,,,,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1697,2015,7221,Buffer,Physical,Thinning,9379.801429578592,,,,,,,,,,,7,140.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1698,2014,7222,Treatment,Physical,Thinning,20716.14741324718,,,,,,,,,,,4,80.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1699,2014,7222,Buffer,Physical,Thinning,20716.14741324718,,,,,,,,,,,8,160.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1701,2016,7236,Treatment,Physical,Biomass Removal,273082.6292510537,,,,,,,,,,,0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1702,2016,7236,Buffer,Physical,Biomass Removal,273082.6292510537,,,,,,,,,,,9,196.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1703,2014,7238,Treatment,Fire,Fire Use,815324.6622714109,,,,,,,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1704,2014,7238,Buffer,Fire,Fire Use,815324.6622714109,,,,,,,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1705,2017,7241,Treatment,Physical,Thinning,58905.80293616292,,,,,,,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1706,2017,7241,Buffer,Physical,Thinning,58905.80293616292,,,,,,,,,,,9,180.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1707,2017,7252,Treatment,Physical,Hand Pile,0.176828719841237,,,,,,,,,,,4,80.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1708,2017,7252,Buffer,Physical,Hand Pile,0.176828719841237,,,,,,,,,,,10,200.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1710,2018,7258,Treatment,Physical,Thinning,6.144986830802003,,0.6973331,,222.0473679,,0.8138327,,,,,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1711,2018,7258,Buffer,Physical,Thinning,6.144986830802003,,0.751472,,266.285258,,0.4655417,,,,,15,300.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1712,2018,7271,Treatment,Physical,Thinning,68813.43895440994,,0.6448308,,218.6614838,,0.3977233,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1713,2018,7271,Buffer,Physical,Thinning,68813.43895440994,,0.7186594,,269.8693899,,0.4523838,,,,,13,260.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1714,2014,7281,Treatment,Physical,Thinning,185505.9593866232,,,,,,,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1715,2014,7281,Buffer,Physical,Thinning,185505.9593866232,,,,,,,,,,,8,160.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1716,2016,7291,Treatment,Physical,Thinning,507707.61076908174,,,,,,,,,,,0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1717,2016,7291,Buffer,Physical,Thinning,507707.61076908174,,,,,,,,,,,4,79.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1718,2017,7294,Treatment,Physical,Thinning,4039.9376428165856,,,,,,,,,,,4,80.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1719,2017,7294,Buffer,Physical,Thinning,4039.9376428165856,,,,,,,,,,,8,160.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1720,2018,7317,Treatment,Other,Chemical,55525.47453635144,,0.7477487,,264.9356537,,0.4501085,,,,,8,160.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1721,2018,7317,Buffer,Other,Chemical,55525.47453635144,,0.8166098,,270.2935562,,1.1143297,,,,,9,180.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1722,2018,7339,Treatment,Physical,Chipping,6551.621924238333,,0.7187454,,279.0119782,,0.3100164,,,,,5,100.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1723,2018,7339,Buffer,Physical,Chipping,6551.621924238333,,0.8363126,,267.3039246,,1.0357745,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1724,2018,7349,Treatment,Other,Chemical,0.243849239525745,,0.8149648,,271.6313477,,1.0715613,,,,,3,60.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1725,2018,7349,Buffer,Other,Chemical,0.243849239525745,,0.8330801,,266.0791931,,1.0560582,,,,,6,120.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1726,2018,7350,Treatment,Other,Chemical,88521.44910966861,,0.8309516,,266.2531636,,1.0594395,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1727,2018,7350,Buffer,Other,Chemical,88521.44910966861,,0.8331742,,266.0324148,,1.048966,,,,,6,120.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1728,2018,7358,Treatment,Other,Chemical,90490.86747798548,,0.8352773,,267.6746368,,1.0753725,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1729,2018,7358,Buffer,Other,Chemical,90490.86747798548,,0.8302987,,264.8814036,,1.0673325,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1730,2018,7360,Treatment,Physical,Thinning,680.4292825926924,,0.8246809,,263.4603729,,1.0942783,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1731,2018,7360,Buffer,Physical,Thinning,680.4292825926924,,0.829123,,264.4465942,,1.0703231,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1732,2018,7362,Treatment,Physical,Thinning,95739.2776041562,,0.8297148,,265.5827382,,1.1005934,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1733,2018,7362,Buffer,Physical,Thinning,95739.2776041562,,0.8376485,,267.7999064,,1.1132749,,,,,6,120.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1734,2018,7364,Treatment,Physical,Thinning,49273.249864039375,,0.8291351,,264.7071991,,1.1133377,,,,,3,60.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1735,2018,7364,Buffer,Physical,Thinning,49273.249864039375,,0.8288472,,265.6545766,,1.0935623,,,,,7,140.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
1736,2018,7365,Treatment,Physical,Thinning,1764.1493797453254,,0.8510784,,251.2165452,,1.14388,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
